participant_id,group,l1,instruction,aoa,years_learning,item_id,tense,adverb_type,adverb_example,rating
L30,learner,Slovak,bilingual,9.0,13.0,item_09,PPS,anterioridad_lejana,hace dos meses,4
L30,learner,Slovak,bilingual,9.0,13.0,item_10,PPC,anterioridad_inmediata,hace un rato,7
L30,learner,Slovak,bilingual,9.0,13.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L30,learner,Slovak,bilingual,9.0,13.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L30,learner,Slovak,bilingual,9.0,13.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L30,learner,Slovak,bilingual,9.0,13.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,4
L30,learner,Slovak,bilingual,9.0,13.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,6
L30,learner,Slovak,bilingual,9.0,13.0,item_16,PPC,anterioridad_lejana,hace dos meses,3
L30,learner,Slovak,bilingual,9.0,13.0,item_17,PPC,anterioridad_lejana,hace dos meses,3
L30,learner,Slovak,bilingual,9.0,13.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L31,learner,Slovak,ELE,14.0,5.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L31,learner,Slovak,ELE,14.0,5.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L31,learner,Slovak,ELE,14.0,5.0,item_03,PPS,anterioridad_inmediata,hace un rato,1
L31,learner,Slovak,ELE,14.0,5.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L31,learner,Slovak,ELE,14.0,5.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L31,learner,Slovak,ELE,14.0,5.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,1
L31,learner,Slovak,ELE,14.0,5.0,item_07,PPS,anterioridad_lejana,hace dos meses,3
L31,learner,Slovak,ELE,14.0,5.0,item_08,PPS,anterioridad_lejana,hace dos meses,2
L31,learner,Slovak,ELE,14.0,5.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L31,learner,Slovak,ELE,14.0,5.0,item_10,PPC,anterioridad_inmediata,hace un rato,7
L31,learner,Slovak,ELE,14.0,5.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L31,learner,Slovak,ELE,14.0,5.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L31,learner,Slovak,ELE,14.0,5.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,2
L31,learner,Slovak,ELE,14.0,5.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L31,learner,Slovak,ELE,14.0,5.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,1
L31,learner,Slovak,ELE,14.0,5.0,item_16,PPC,anterioridad_lejana,hace dos meses,1
L31,learner,Slovak,ELE,14.0,5.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L31,learner,Slovak,ELE,14.0,5.0,item_18,PPC,anterioridad_lejana,hace dos meses,2
L32,learner,Slovak,bilingual,18.0,10.0,item_01,PPS,anterioridad_inmediata,hace un rato,4
L32,learner,Slovak,bilingual,18.0,10.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L32,learner,Slovak,bilingual,18.0,10.0,item_03,PPS,anterioridad_inmediata,hace un rato,4
L32,learner,Slovak,bilingual,18.0,10.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L32,learner,Slovak,bilingual,18.0,10.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,5
L32,learner,Slovak,bilingual,18.0,10.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,6
L32,learner,Slovak,bilingual,18.0,10.0,item_07,PPS,anterioridad_lejana,hace dos meses,2
L32,learner,Slovak,bilingual,18.0,10.0,item_08,PPS,anterioridad_lejana,hace dos meses,3
L32,learner,Slovak,bilingual,18.0,10.0,item_09,PPS,anterioridad_lejana,hace dos meses,3
L32,learner,Slovak,bilingual,18.0,10.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L32,learner,Slovak,bilingual,18.0,10.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L32,learner,Slovak,bilingual,18.0,10.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L32,learner,Slovak,bilingual,18.0,10.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L32,learner,Slovak,bilingual,18.0,10.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,4
L32,learner,Slovak,bilingual,18.0,10.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,6
L32,learner,Slovak,bilingual,18.0,10.0,item_16,PPC,anterioridad_lejana,hace dos meses,3
L32,learner,Slovak,bilingual,18.0,10.0,item_17,PPC,anterioridad_lejana,hace dos meses,7
L32,learner,Slovak,bilingual,18.0,10.0,item_18,PPC,anterioridad_lejana,hace dos meses,2
L33,learner,Slovak,bilingual,11.0,3.0,item_01,PPS,anterioridad_inmediata,hace un rato,5
L33,learner,Slovak,bilingual,11.0,3.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L33,learner,Slovak,bilingual,11.0,3.0,item_03,PPS,anterioridad_inmediata,hace un rato,4
L33,learner,Slovak,bilingual,11.0,3.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L33,learner,Slovak,bilingual,11.0,3.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,1
L33,learner,Slovak,bilingual,11.0,3.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,3
L33,learner,Slovak,bilingual,11.0,3.0,item_07,PPS,anterioridad_lejana,hace dos meses,3
L33,learner,Slovak,bilingual,11.0,3.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L33,learner,Slovak,bilingual,11.0,3.0,item_09,PPS,anterioridad_lejana,hace dos meses,4
L33,learner,Slovak,bilingual,11.0,3.0,item_10,PPC,anterioridad_inmediata,hace un rato,3
L33,learner,Slovak,bilingual,11.0,3.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L33,learner,Slovak,bilingual,11.0,3.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L33,learner,Slovak,bilingual,11.0,3.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L33,learner,Slovak,bilingual,11.0,3.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L33,learner,Slovak,bilingual,11.0,3.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,2
L33,learner,Slovak,bilingual,11.0,3.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L33,learner,Slovak,bilingual,11.0,3.0,item_17,PPC,anterioridad_lejana,hace dos meses,3
L33,learner,Slovak,bilingual,11.0,3.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L34,learner,Slovak,bilingual,15.0,5.0,item_01,PPS,anterioridad_inmediata,hace un rato,2
L34,learner,Slovak,bilingual,15.0,5.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L34,learner,Slovak,bilingual,15.0,5.0,item_03,PPS,anterioridad_inmediata,hace un rato,1
L34,learner,Slovak,bilingual,15.0,5.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,2
L34,learner,Slovak,bilingual,15.0,5.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L34,learner,Slovak,bilingual,15.0,5.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,1
L34,learner,Slovak,bilingual,15.0,5.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L34,learner,Slovak,bilingual,15.0,5.0,item_08,PPS,anterioridad_lejana,hace dos meses,3
L34,learner,Slovak,bilingual,15.0,5.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L34,learner,Slovak,bilingual,15.0,5.0,item_10,PPC,anterioridad_inmediata,hace un rato,4
L34,learner,Slovak,bilingual,15.0,5.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L34,learner,Slovak,bilingual,15.0,5.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L34,learner,Slovak,bilingual,15.0,5.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L34,learner,Slovak,bilingual,15.0,5.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,6
L34,learner,Slovak,bilingual,15.0,5.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,5
L34,learner,Slovak,bilingual,15.0,5.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L34,learner,Slovak,bilingual,15.0,5.0,item_17,PPC,anterioridad_lejana,hace dos meses,1
L34,learner,Slovak,bilingual,15.0,5.0,item_18,PPC,anterioridad_lejana,hace dos meses,1
L35,learner,Slovak,bilingual,18.0,11.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L35,learner,Slovak,bilingual,18.0,11.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L35,learner,Slovak,bilingual,18.0,11.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L35,learner,Slovak,bilingual,18.0,11.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,6
L35,learner,Slovak,bilingual,18.0,11.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L35,learner,Slovak,bilingual,18.0,11.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L35,learner,Slovak,bilingual,18.0,11.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L35,learner,Slovak,bilingual,18.0,11.0,item_08,PPS,anterioridad_lejana,hace dos meses,4
L35,learner,Slovak,bilingual,18.0,11.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L35,learner,Slovak,bilingual,18.0,11.0,item_10,PPC,anterioridad_inmediata,hace un rato,3
L35,learner,Slovak,bilingual,18.0,11.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L35,learner,Slovak,bilingual,18.0,11.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L35,learner,Slovak,bilingual,18.0,11.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L35,learner,Slovak,bilingual,18.0,11.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,6
L35,learner,Slovak,bilingual,18.0,11.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,3
L35,learner,Slovak,bilingual,18.0,11.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L35,learner,Slovak,bilingual,18.0,11.0,item_17,PPC,anterioridad_lejana,hace dos meses,3
L35,learner,Slovak,bilingual,18.0,11.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L36,learner,Slovak,ELE,11.0,12.0,item_01,PPS,anterioridad_inmediata,hace un rato,6
L36,learner,Slovak,ELE,11.0,12.0,item_02,PPS,anterioridad_inmediata,hace un rato,7
L36,learner,Slovak,ELE,11.0,12.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L36,learner,Slovak,ELE,11.0,12.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,6
L36,learner,Slovak,ELE,11.0,12.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L36,learner,Slovak,ELE,11.0,12.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,4
L36,learner,Slovak,ELE,11.0,12.0,item_07,PPS,anterioridad_lejana,hace dos meses,3
L36,learner,Slovak,ELE,11.0,12.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L36,learner,Slovak,ELE,11.0,12.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L36,learner,Slovak,ELE,11.0,12.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L36,learner,Slovak,ELE,11.0,12.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L36,learner,Slovak,ELE,11.0,12.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L36,learner,Slovak,ELE,11.0,12.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,3
L36,learner,Slovak,ELE,11.0,12.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L36,learner,Slovak,ELE,11.0,12.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,5
L36,learner,Slovak,ELE,11.0,12.0,item_16,PPC,anterioridad_lejana,hace dos meses,2
L36,learner,Slovak,ELE,11.0,12.0,item_17,PPC,anterioridad_lejana,hace dos meses,6
L36,learner,Slovak,ELE,11.0,12.0,item_18,PPC,anterioridad_lejana,hace dos meses,3
L37,learner,Slovak,ELE,13.0,8.0,item_01,PPS,anterioridad_inmediata,hace un rato,6
L37,learner,Slovak,ELE,13.0,8.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L37,learner,Slovak,ELE,13.0,8.0,item_03,PPS,anterioridad_inmediata,hace un rato,5
L37,learner,Slovak,ELE,13.0,8.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,4
L37,learner,Slovak,ELE,13.0,8.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,5
L37,learner,Slovak,ELE,13.0,8.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L37,learner,Slovak,ELE,13.0,8.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L37,learner,Slovak,ELE,13.0,8.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L37,learner,Slovak,ELE,13.0,8.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L37,learner,Slovak,ELE,13.0,8.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L37,learner,Slovak,ELE,13.0,8.0,item_11,PPC,anterioridad_inmediata,hace un rato,5
L37,learner,Slovak,ELE,13.0,8.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L37,learner,Slovak,ELE,13.0,8.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
L37,learner,Slovak,ELE,13.0,8.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,5
L37,learner,Slovak,ELE,13.0,8.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L37,learner,Slovak,ELE,13.0,8.0,item_16,PPC,anterioridad_lejana,hace dos meses,7
L37,learner,Slovak,ELE,13.0,8.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L37,learner,Slovak,ELE,13.0,8.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L38,learner,Slovak,ELE,14.0,4.0,item_01,PPS,anterioridad_inmediata,hace un rato,1
L38,learner,Slovak,ELE,14.0,4.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L38,learner,Slovak,ELE,14.0,4.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L38,learner,Slovak,ELE,14.0,4.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L38,learner,Slovak,ELE,14.0,4.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L38,learner,Slovak,ELE,14.0,4.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L38,learner,Slovak,ELE,14.0,4.0,item_07,PPS,anterioridad_lejana,hace dos meses,7
L38,learner,Slovak,ELE,14.0,4.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L38,learner,Slovak,ELE,14.0,4.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L38,learner,Slovak,ELE,14.0,4.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L38,learner,Slovak,ELE,14.0,4.0,item_11,PPC,anterioridad_inmediata,hace un rato,4
L38,learner,Slovak,ELE,14.0,4.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L38,learner,Slovak,ELE,14.0,4.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,2
L38,learner,Slovak,ELE,14.0,4.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L38,learner,Slovak,ELE,14.0,4.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,2
L38,learner,Slovak,ELE,14.0,4.0,item_16,PPC,anterioridad_lejana,hace dos meses,6
L38,learner,Slovak,ELE,14.0,4.0,item_17,PPC,anterioridad_lejana,hace dos meses,6
L38,learner,Slovak,ELE,14.0,4.0,item_18,PPC,anterioridad_lejana,hace dos meses,5
L39,learner,Slovak,ELE,14.0,10.0,item_01,PPS,anterioridad_inmediata,hace un rato,6
L39,learner,Slovak,ELE,14.0,10.0,item_02,PPS,anterioridad_inmediata,hace un rato,3
L39,learner,Slovak,ELE,14.0,10.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L39,learner,Slovak,ELE,14.0,10.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,1
L39,learner,Slovak,ELE,14.0,10.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L39,learner,Slovak,ELE,14.0,10.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,4
L39,learner,Slovak,ELE,14.0,10.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L39,learner,Slovak,ELE,14.0,10.0,item_08,PPS,anterioridad_lejana,hace dos meses,3
L39,learner,Slovak,ELE,14.0,10.0,item_09,PPS,anterioridad_lejana,hace dos meses,2
L39,learner,Slovak,ELE,14.0,10.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L39,learner,Slovak,ELE,14.0,10.0,item_11,PPC,anterioridad_inmediata,hace un rato,3
L39,learner,Slovak,ELE,14.0,10.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L39,learner,Slovak,ELE,14.0,10.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L39,learner,Slovak,ELE,14.0,10.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,5
L39,learner,Slovak,ELE,14.0,10.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,5
L39,learner,Slovak,ELE,14.0,10.0,item_16,PPC,anterioridad_lejana,hace dos meses,1
L39,learner,Slovak,ELE,14.0,10.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L39,learner,Slovak,ELE,14.0,10.0,item_18,PPC,anterioridad_lejana,hace dos meses,4
L40,learner,Slovak,ELE,10.0,4.0,item_01,PPS,anterioridad_inmediata,hace un rato,6
L40,learner,Slovak,ELE,10.0,4.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L40,learner,Slovak,ELE,10.0,4.0,item_03,PPS,anterioridad_inmediata,hace un rato,5
L40,learner,Slovak,ELE,10.0,4.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,4
L40,learner,Slovak,ELE,10.0,4.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L40,learner,Slovak,ELE,10.0,4.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L40,learner,Slovak,ELE,10.0,4.0,item_07,PPS,anterioridad_lejana,hace dos meses,5
L40,learner,Slovak,ELE,10.0,4.0,item_08,PPS,anterioridad_lejana,hace dos meses,7
L40,learner,Slovak,ELE,10.0,4.0,item_09,PPS,anterioridad_lejana,hace dos meses,7
L40,learner,Slovak,ELE,10.0,4.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L40,learner,Slovak,ELE,10.0,4.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L40,learner,Slovak,ELE,10.0,4.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L40,learner,Slovak,ELE,10.0,4.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,6
L40,learner,Slovak,ELE,10.0,4.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L40,learner,Slovak,ELE,10.0,4.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L40,learner,Slovak,ELE,10.0,4.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L40,learner,Slovak,ELE,10.0,4.0,item_17,PPC,anterioridad_lejana,hace dos meses,6
L40,learner,Slovak,ELE,10.0,4.0,item_18,PPC,anterioridad_lejana,hace dos meses,6
L41,learner,Slovak,ELE,14.0,11.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L41,learner,Slovak,ELE,14.0,11.0,item_02,PPS,anterioridad_inmediata,hace un rato,2
L41,learner,Slovak,ELE,14.0,11.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L41,learner,Slovak,ELE,14.0,11.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,3
L41,learner,Slovak,ELE,14.0,11.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,4
L41,learner,Slovak,ELE,14.0,11.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,4
L41,learner,Slovak,ELE,14.0,11.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L41,learner,Slovak,ELE,14.0,11.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L41,learner,Slovak,ELE,14.0,11.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L41,learner,Slovak,ELE,14.0,11.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L41,learner,Slovak,ELE,14.0,11.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L41,learner,Slovak,ELE,14.0,11.0,item_12,PPC,anterioridad_inmediata,hace un rato,5
L41,learner,Slovak,ELE,14.0,11.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,5
L41,learner,Slovak,ELE,14.0,11.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,5
L41,learner,Slovak,ELE,14.0,11.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,4
L41,learner,Slovak,ELE,14.0,11.0,item_16,PPC,anterioridad_lejana,hace dos meses,2
L41,learner,Slovak,ELE,14.0,11.0,item_17,PPC,anterioridad_lejana,hace dos meses,3
L41,learner,Slovak,ELE,14.0,11.0,item_18,PPC,anterioridad_lejana,hace dos meses,2
L42,learner,Slovak,ELE,15.0,10.0,item_01,PPS,anterioridad_inmediata,hace un rato,5
L42,learner,Slovak,ELE,15.0,10.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L42,learner,Slovak,ELE,15.0,10.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L42,learner,Slovak,ELE,15.0,10.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,4
L42,learner,Slovak,ELE,15.0,10.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,5
L42,learner,Slovak,ELE,15.0,10.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,5
L42,learner,Slovak,ELE,15.0,10.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L42,learner,Slovak,ELE,15.0,10.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L42,learner,Slovak,ELE,15.0,10.0,item_09,PPS,anterioridad_lejana,hace dos meses,4
L42,learner,Slovak,ELE,15.0,10.0,item_10,PPC,anterioridad_inmediata,hace un rato,7
L42,learner,Slovak,ELE,15.0,10.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L42,learner,Slovak,ELE,15.0,10.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L42,learner,Slovak,ELE,15.0,10.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,7
L42,learner,Slovak,ELE,15.0,10.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,6
L42,learner,Slovak,ELE,15.0,10.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,7
L42,learner,Slovak,ELE,15.0,10.0,item_16,PPC,anterioridad_lejana,hace dos meses,4
L42,learner,Slovak,ELE,15.0,10.0,item_17,PPC,anterioridad_lejana,hace dos meses,4
L42,learner,Slovak,ELE,15.0,10.0,item_18,PPC,anterioridad_lejana,hace dos meses,6
L43,learner,Slovak,ELE,9.0,3.0,item_01,PPS,anterioridad_inmediata,hace un rato,3
L43,learner,Slovak,ELE,9.0,3.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L43,learner,Slovak,ELE,9.0,3.0,item_03,PPS,anterioridad_inmediata,hace un rato,2
L43,learner,Slovak,ELE,9.0,3.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,7
L43,learner,Slovak,ELE,9.0,3.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,5
L43,learner,Slovak,ELE,9.0,3.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,6
L43,learner,Slovak,ELE,9.0,3.0,item_07,PPS,anterioridad_lejana,hace dos meses,7
L43,learner,Slovak,ELE,9.0,3.0,item_08,PPS,anterioridad_lejana,hace dos meses,5
L43,learner,Slovak,ELE,9.0,3.0,item_09,PPS,anterioridad_lejana,hace dos meses,6
L43,learner,Slovak,ELE,9.0,3.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L43,learner,Slovak,ELE,9.0,3.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
L43,learner,Slovak,ELE,9.0,3.0,item_12,PPC,anterioridad_inmediata,hace un rato,6
L43,learner,Slovak,ELE,9.0,3.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L43,learner,Slovak,ELE,9.0,3.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,4
L43,learner,Slovak,ELE,9.0,3.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,5
L43,learner,Slovak,ELE,9.0,3.0,item_16,PPC,anterioridad_lejana,hace dos meses,3
L43,learner,Slovak,ELE,9.0,3.0,item_17,PPC,anterioridad_lejana,hace dos meses,1
L43,learner,Slovak,ELE,9.0,3.0,item_18,PPC,anterioridad_lejana,hace dos meses,6
L44,learner,Slovak,ELE,13.0,14.0,item_01,PPS,anterioridad_inmediata,hace un rato,4
L44,learner,Slovak,ELE,13.0,14.0,item_02,PPS,anterioridad_inmediata,hace un rato,5
L44,learner,Slovak,ELE,13.0,14.0,item_03,PPS,anterioridad_inmediata,hace un rato,1
L44,learner,Slovak,ELE,13.0,14.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,5
L44,learner,Slovak,ELE,13.0,14.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,2
L44,learner,Slovak,ELE,13.0,14.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,2
L44,learner,Slovak,ELE,13.0,14.0,item_07,PPS,anterioridad_lejana,hace dos meses,6
L44,learner,Slovak,ELE,13.0,14.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L44,learner,Slovak,ELE,13.0,14.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L44,learner,Slovak,ELE,13.0,14.0,item_10,PPC,anterioridad_inmediata,hace un rato,5
L44,learner,Slovak,ELE,13.0,14.0,item_11,PPC,anterioridad_inmediata,hace un rato,7
L44,learner,Slovak,ELE,13.0,14.0,item_12,PPC,anterioridad_inmediata,hace un rato,7
L44,learner,Slovak,ELE,13.0,14.0,item_13,PPC,momento_no_terminado,hoy / esta mañana,4
L44,learner,Slovak,ELE,13.0,14.0,item_14,PPC,momento_no_terminado,hoy / esta mañana,3
L44,learner,Slovak,ELE,13.0,14.0,item_15,PPC,momento_no_terminado,hoy / esta mañana,5
L44,learner,Slovak,ELE,13.0,14.0,item_16,PPC,anterioridad_lejana,hace dos meses,5
L44,learner,Slovak,ELE,13.0,14.0,item_17,PPC,anterioridad_lejana,hace dos meses,5
L44,learner,Slovak,ELE,13.0,14.0,item_18,PPC,anterioridad_lejana,hace dos meses,5
L45,learner,Slovak,ELE,10.0,5.0,item_01,PPS,anterioridad_inmediata,hace un rato,1
L45,learner,Slovak,ELE,10.0,5.0,item_02,PPS,anterioridad_inmediata,hace un rato,1
L45,learner,Slovak,ELE,10.0,5.0,item_03,PPS,anterioridad_inmediata,hace un rato,3
L45,learner,Slovak,ELE,10.0,5.0,item_04,PPS,momento_no_terminado,hoy / esta mañana,2
L45,learner,Slovak,ELE,10.0,5.0,item_05,PPS,momento_no_terminado,hoy / esta mañana,3
L45,learner,Slovak,ELE,10.0,5.0,item_06,PPS,momento_no_terminado,hoy / esta mañana,3
L45,learner,Slovak,ELE,10.0,5.0,item_07,PPS,anterioridad_lejana,hace dos meses,4
L45,learner,Slovak,ELE,10.0,5.0,item_08,PPS,anterioridad_lejana,hace dos meses,6
L45,learner,Slovak,ELE,10.0,5.0,item_09,PPS,anterioridad_lejana,hace dos meses,5
L45,learner,Slovak,ELE,10.0,5.0,item_10,PPC,anterioridad_inmediata,hace un rato,6
L45,learner,Slovak,ELE,10.0,5.0,item_11,PPC,anterioridad_inmediata,hace un rato,6
